authors,original_publication_year,original_title,title,average_rating,ratings_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url
Hillary Rodham Clinton,2013,Hard Choices,Hard Choices,3.57,8724,682,830,2699,3253,2260,https://images.gr-assets.com/books/1402198745m/17727276.jpg
"Bob Gale, Devin Grayson, Alex Maleev, Dale Eaglesham",1999,"Batman: No Man's Land, Vol. 1","Batman: No Man's Land, Vol. 1",4.11,9269,123,465,1842,2701,4166,https://images.gr-assets.com/books/1377876110m/137894.jpg
"Jeffrey D. Sachs, Bono",2005,,The End of Poverty,3.66,7917,219,770,2640,3241,1848,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Esi Edugyan,2011,Half Blood Blues,Half Blood Blues,3.63,8911,256,1039,3468,4690,2053,https://images.gr-assets.com/books/1309737674m/11076123.jpg
Katrina Kittle,2006,The Kindness of Strangers,The Kindness of Strangers,4,10627,167,420,2221,4888,3617,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Robin Benway,2015,Emmy & Oliver,Emmy & Oliver,3.91,13260,281,718,3410,5811,4367,https://images.gr-assets.com/books/1414589813m/13132816.jpg
Scott McCloud,2015,The Sculptor,The Sculptor,4,10038,327,655,1981,3614,4325,https://images.gr-assets.com/books/1418629570m/22040598.jpg
Victoria Jamieson,2015,Roller Girl,Roller Girl,4.27,18014,444,591,2116,5854,9782,https://images.gr-assets.com/books/1447914095m/22504701.jpg
P.D. Eastman,1968,The Best Nest,The Best Nest,4.19,11906,132,484,2300,3148,5968,https://images.gr-assets.com/books/1320398047m/160988.jpg
J.L. Bourne,2010,Day By Day Armageddon: Beyond Exile,"Beyond Exile (Day by Day Armageddon,# 2)",4.08,8923,114,448,1852,3667,3895,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Randall Wallace,1995,Braveheart,Braveheart,4.19,10729,218,473,1642,3230,5274,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
"Bill Willingham, Mark Buckingham, Steve Leialoha, Jim Fern, Jimmy Palmiotti, Andrew Pepoy",2006,"Fables, Volume 7: Arabian Nights (and Days)","Fables, Vol. 7: Arabian Nights [and Days] (Fables, #7)",4.1,13772,68,343,2821,5705,5118,https://images.gr-assets.com/books/1327962799m/21327.jpg
André Aciman,2007,Call Me by Your Name,Call Me by Your Name,4.13,10154,304,632,1799,3698,5591,https://images.gr-assets.com/books/1283737003m/98687.jpg
Anne Michaels,1996,Fugitive Pieces,Fugitive Pieces,3.95,10642,310,772,2388,3745,4234,https://images.gr-assets.com/books/1327866798m/15836.jpg
Terry Brooks,2006,Armageddon's Children,"Armageddon's Children (Genesis of Shannara, #1)",4.09,11107,121,487,2452,4793,4937,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Richard   Preston,1997,The Cobra Event,The Cobra Event,4,10505,154,505,2523,4504,3964,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Brodi Ashton,2013,Everbound,"Everbound (Everneath, #2)",4.06,15865,261,833,3136,5676,6654,https://images.gr-assets.com/books/1359138201m/13115995.jpg
Richard Stearns,2009,The Hole in Our Gospel: What does God expect of Us?  The Answer that Changed my Life and Might Just Change the World,The Hole in Our Gospel: What does God expect of Us? The Answer that Changed my Life and Might Just Change the World,4.18,9512,219,385,1527,3108,4743,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Gary Ezzo,1993,On Becoming Baby Wise: Giving Your Infant the Gift of Nighttime Sleep,On Becoming Baby Wise: Giving Your Infant the Gift of Nighttime Sleep,3.58,5939,795,918,2214,2964,2465,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
نور عبدالمجيد,2012,,رغم الفراق,3.97,7822,343,570,1342,2331,3259,https://images.gr-assets.com/books/1452204772m/9722217.jpg
Steve Coll,2004,"Ghost Wars: The Secret History of the CIA, Afghanistan, and Bin Laden, from the Soviet Invasion to September 10, 2001","Ghost Wars: The Secret History of the CIA, Afghanistan, and bin Laden from the Soviet Invasion to September 10, 2001",4.28,9066,66,175,1276,3597,4524,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Anonymous,1554,La vida del Lazarillo de Tormes y sus fortunas y adversidades,La vida del Lazarillo de Tormes,3.49,7748,511,1550,4166,3805,2424,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
E.C. Diskin,2015,,Broken Grace,3.92,10020,159,551,2340,4157,3058,https://images.gr-assets.com/books/1436281761m/25866725.jpg
John Wyndham,1957,The Midwich Cuckoos,The Midwich Cuckoos,3.93,10841,93,531,3167,5580,3555,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Phyllis T. Smith,2011,,I Am Livia,3.93,9302,149,474,2046,3987,2801,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Sandra Brown,2008,Smoke Screen,Smoke Screen,3.98,11245,88,443,2920,5157,3791,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
"Jeff Smith, Thomas E. Sniegoski, Steve Hamaker",2010,,Bone: Tall Tales,4.38,9084,97,271,1228,1979,5576,https://images.gr-assets.com/books/1328839454m/7894870.jpg
"Jennifer L. Holm, Tad Carpenter",2014,The Fourteenth Goldfish,The Fourteenth Goldfish,3.87,9532,383,734,3117,4836,4026,https://images.gr-assets.com/books/1386092727m/19156898.jpg
"Kathryn Jackson, Gustav Tenggren",1952,Tawny Scrawny Lion (Little Golden Book),Tawny Scrawny Lion,4.16,12407,138,496,2719,3138,6141,https://images.gr-assets.com/books/1395619387m/988170.jpg
Don Richardson,1974,Peace Child,Peace Child: An Unforgettable Story of Primitive Jungle Treachery in the 20th Century,4.31,8832,102,227,1206,2811,4782,https://images.gr-assets.com/books/1328779463m/298816.jpg
Don DeLillo,1988,Libra,Libra,3.98,10195,156,534,2312,4740,3600,https://images.gr-assets.com/books/1327935630m/400.jpg
John le Carré,1977,The Honourable Schoolboy,The Honourable Schoolboy,3.94,9346,83,467,2832,5109,3336,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Robin Hobb,2007,Renegade's Magic,"Renegade's Magic (Soldier Son, #3)",3.46,10164,593,1601,3693,3465,2363,https://images.gr-assets.com/books/1290919036m/1593623.jpg
Hugh Howey,2012,,"Second Shift: Order (Shift, #2)",4.26,10110,22,154,1395,4300,4495,https://images.gr-assets.com/books/1352920738m/16148938.jpg
James Redfield,1996,The Tenth Insight,"The Tenth Insight: Holding the Vision (Celestine Prophecy, #2)",3.61,8795,355,1068,2844,2857,2361,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Jed Rubenfeld,2006,The Interpretation of Murder,"The Interpretation of Murder (Freud, #1)",3.51,9781,299,1182,3804,3864,1760,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
"Mark Waid, Alfred Gough, Miles Millar, Dave McCaig, Gerry Alanguilan, Leinil Francis Yu",2003,Superman: Birthright 1-12,Superman: Birthright,4.12,9253,123,403,1734,3087,4013,https://images.gr-assets.com/books/1343584198m/8172.jpg
"Margret Rey, H.A. Rey, Martha Weston",2003,Curious George Visits the Library,Curious George Visits the Library,4.25,10561,134,368,1927,2486,5714,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Julian Barnes,2005,Arthur & George,Arthur & George,3.7,10131,183,891,3641,5346,2236,https://images.gr-assets.com/books/1419234701m/45369.jpg
Gerald N. Lund,1992,"The Work and the Glory, Vol. 3: Truth Will Prevail","Truth Will Prevail (The Work and the Glory, #3)",4.3,9081,33,191,1484,3732,5164,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Karina Halle,2013,Sins & Needles,"Sins & Needles (The Artists Trilogy, #1)",3.98,18391,650,1150,3759,7535,7662,https://images.gr-assets.com/books/1347859611m/16029994.jpg
"E.H. Gombrich, Caroline Mustill, Clifford Harper",1936,Eine kurze Weltgeschichte für junge Leser: Von der Urzeit bis zur Gegenwart,A Little History of the World,4.1,8297,120,413,1962,4245,4277,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
H.P. Mallory,2010,Fire Burn and Cauldron Bubble,"Fire Burn and Cauldron Bubble (Jolie Wilkins, #1)",3.85,10228,440,922,3253,5005,4318,https://images.gr-assets.com/books/1329352960m/8542839.jpg
"Natsuki Takaya, Alethea Nibley, Athena Nibley",2000,フルーツバスケット 4,"Fruits Basket, Vol. 4",4.39,15336,89,313,1917,4253,8934,https://images.gr-assets.com/books/1480179107m/836611.jpg
Geneen Roth,2009,,"Women, Food and God: An Unexpected Path to Almost Everything",3.62,10201,541,1287,3066,3552,2974,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
"Naguib Mahfouz, William M. Hutchins, Olive E. Kenny",1956,بين القصرين,Palace Walk (The Cairo Trilogy #1),4.14,6423,129,413,1687,3915,4324,https://images.gr-assets.com/books/1327882172m/762134.jpg
Andrew  Peterson,2008,First to Kill,"First to Kill (Nathan McBride, #1)",4.03,7849,165,426,1927,4099,3562,https://images.gr-assets.com/books/1356545953m/6630751.jpg
Frank Bettger,1947,How I Raised Myself from Failure to Success in Selling,How I Raised Myself from Failure to Success in Selling,4.25,9438,161,366,1465,2617,5152,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Billy Crystal,2013,,"Still Foolin' 'Em: Where I've Been, Where I'm Going, and Where the Hell Are My Keys",3.89,8225,265,547,2319,4025,3115,https://images.gr-assets.com/books/1411351481m/15902792.jpg
Jackie Collins,1985,Lucky,"Lucky (Lucky Santangelo, #2)",4.08,9994,149,495,2240,3432,4591,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
"Stephen Schwartz, Gregory Maguire",2004,Wicked - Piano/Vocal Arrangement,Wicked - Piano/Vocal Arrangement,4.45,10729,87,175,1068,2879,6548,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Erma Bombeck,1971,If Life Is a Bowl of Cherries—What Am I Doing in the Pits?,If Life Is a Bowl of Cherries What Am I Doing in the Pits?,4.07,10861,69,378,2469,4029,4241,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Bernard Cornwell,2002,Vagabond,"Vagabond (The Grail Quest, #2)",4.09,9680,36,272,2246,5169,3943,https://images.gr-assets.com/books/1407707722m/68530.jpg
Frances Hodgson Burnett,1886,Little Lord Fauntleroy,Little Lord Fauntleroy,3.81,12712,309,1101,4201,4935,4418,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Cheryl McIntyre,2012,Sometimes Never,"Sometimes Never (Sometimes Never, #1)",3.94,15306,327,879,3664,6572,5412,https://images.gr-assets.com/books/1361989778m/16762211.jpg
George R.R. Martin,2010,The Mystery Knight,"The Mystery Knight (The Tales of Dunk and Egg, #3)",4.2,11058,30,189,1731,4973,4522,https://images.gr-assets.com/books/1397654538m/11350430.jpg
Olivia Cunning,2012,Double Time,"Double Time (Sinners on Tour, #5)",4.14,20484,321,945,3759,7360,9745,https://images.gr-assets.com/books/1352579615m/12710106.jpg
Holly Black,2011,,"Red Glove (Curse Workers, #2)",3.98,16108,245,685,3798,7379,5557,https://images.gr-assets.com/books/1327888670m/8288246.jpg
Rhonda Byrne,2012,The Magic (The Secret #3),"The Magic (The Secret, #3)",4.14,8066,325,513,1427,2472,4803,https://images.gr-assets.com/books/1358271749m/13237327.jpg
Mariana Zapata,2015,,Kulti,4.36,16112,271,483,2014,5737,10709,https://images.gr-assets.com/books/1419402858m/24044596.jpg
"Bill Hybels, Lavonne Neff",1988,Too Busy Not to Pray: Slowing Down to Be With God,Too Busy Not to Pray: Slowing Down to Be With God,4.14,8422,93,329,1637,3017,3804,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Philip Roth,2008,Indignation,Indignation,3.69,8585,185,808,3228,4575,2035,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Teju Cole,2011,Open City,Open City,3.5,9132,420,1379,3165,3736,1924,https://images.gr-assets.com/books/1327935192m/8526694.jpg
Dave Pelzer,1995,"My Story: ""A Child Called It"", ""The Lost Boy"", ""A Man Named Dave""","My Story: ""A Child Called It"", ""The Lost Boy"", ""A Man Named Dave""",4.18,8201,137,380,1553,2798,4336,https://images.gr-assets.com/books/1408928892m/822989.jpg
Melissa de la Cruz,2011,Witches of East End,"Witches of East End (The Beauchamp Family, #1)",3.51,13806,600,2064,5428,5208,3262,https://images.gr-assets.com/books/1294433454m/8113940.jpg
Anita Shreve,2003,All He Ever Wanted,All He Ever Wanted,3.18,11514,728,2077,5164,3251,1299,https://images.gr-assets.com/books/1358594609m/443540.jpg
Clive Barker,1991,Imajica,The Fifth Dominion (Imajica Part #1/2),4.24,9421,125,352,1433,2764,4835,https://images.gr-assets.com/books/1456717471m/52629.jpg
Vi Keeland,2013,Worth the Fight,"Worth the Fight (MMA Fighter, #1)",4.06,20451,294,763,3810,8335,7369,https://images.gr-assets.com/books/1376730892m/18080889.jpg
Robin McKinley,1997,Rose Daughter,Rose Daughter,3.77,15696,269,1302,4754,5988,4311,https://images.gr-assets.com/books/1398552029m/8089.jpg
Janice  Thompson,2009,"Fools Rush In (Weddings by Bella, #1)","Fools Rush In (Weddings by Bella, #1)",3.59,8692,605,1289,3349,3302,2990,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Sharon Creech,2002,Ruby Holler,Ruby Holler,4.01,12438,135,570,3061,4720,4682,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Jen Lancaster,2010,,"My Fair Lazy: One Reality Television Addict's Attempt to Discover If Not Being A Dumb Ass Is the New Black, or, a Culture-Up Manifesto",3.91,11826,214,785,2979,4377,4019,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Bernard Cornwell,2013,The Pagan Lord,"The Pagan Lord (The Saxon Stories, #7)",4.34,8218,28,131,1235,4791,5499,https://images.gr-assets.com/books/1370529803m/17853024.jpg
"Zig Ziglar, Al Mayton",1974,See You at the Top: 25th Anniversary Edition,See You at the Top,4.25,8888,160,319,1345,2687,4803,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Ian McGuire,2016,The North Water,The North Water,4.01,8732,229,563,2410,5987,4403,https://images.gr-assets.com/books/1456351800m/25666046.jpg
Greg Bear,1987,The Forge of God,"The Forge of God (Forge of God, #1)",3.86,10085,131,556,3076,4532,2999,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Robert Dugoni,2016,,"In the Clearing (Tracy Crosswhite, #3)",4.25,14051,71,243,1832,6000,6040,https://images.gr-assets.com/books/1446943429m/26214866.jpg
Brad Thor,2013,Hidden Order,"Hidden Order (Scot Harvath, #12)",4.1,7857,116,351,1956,4317,4095,https://images.gr-assets.com/books/1362517340m/16130723.jpg
Alison Weir,1999,,Eleanor of Aquitaine: A Life,3.97,11325,210,524,2520,4793,3834,https://images.gr-assets.com/books/1320538974m/111220.jpg
"Aeschylus, Judith Affleck, Philip de May, Patricia E. Easterling, John     Harrison",-458,Ἀγαμέμνων,"Agamemnon (Oresteia, #1)",3.82,11515,140,749,3486,4253,3304,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Kevin Hearne,2016,Staked,"Staked (The Iron Druid Chronicles, #8)",4.23,9082,55,256,1714,4789,5065,https://images.gr-assets.com/books/1434745650m/16280689.jpg
"David Baggett, Shawn E. Klein",2004,Harry Potter and Philosophy: If Aristotle Ran Hogwarts,Harry Potter and Philosophy: If Aristotle Ran Hogwarts,4.45,9264,197,274,955,1641,6249,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Maya Banks,2009,"Sweet Persuasion (Sweet Series, #2)","Sweet Persuasion (Sweet, #2)",4.09,16437,255,843,3246,6041,7283,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
"P.C. Cast, Kristin Cast",2014,Redeemed,"Redeemed (House of Night, #12)",3.95,11604,524,997,2851,3881,5709,https://images.gr-assets.com/books/1403302625m/16136599.jpg
Henry Marsh,2014,"Do No Harm: Stories of Life, Death and Brain Surgery","Do No Harm: Stories of Life, Death and Brain Surgery",4.22,7978,120,298,1689,4534,5209,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Max Barry,2002,Jennifer Government,Jennifer Government,3.65,9722,272,1010,3536,4450,2332,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
David Baldacci,2001,The Christmas Train,The Christmas Train,3.56,11424,445,1407,4566,4497,2689,https://images.gr-assets.com/books/1354941481m/126185.jpg
Christine Feehan,2004,"Dark Destiny (Carpathians, #13)","Dark Destiny (Dark, #13)",4.29,14613,83,370,2322,4828,7807,https://images.gr-assets.com/books/1327896698m/313267.jpg
"Frank Miller, Lynn Varley",2001,Batman: The Dark Knight Strikes Again,"Batman: The Dark Knight Strikes Again (The Dark Knight Saga, #2)",3.21,11065,1354,2085,3179,2769,2216,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Katharine Hepburn,1991,Me: Stories of My Life,Me: Stories of My Life,3.87,9312,301,643,2640,3724,3396,https://images.gr-assets.com/books/1403186270m/145397.jpg
Neil A. Fiore,1988,The Now Habit: A Strategic Program for Overcoming Procrastination and Enjoying Guilt-Free Play,The Now Habit: A Strategic Program for Overcoming Procrastination and Enjoying Guilt-Free Play,3.88,9396,282,632,2435,3426,3299,https://images.gr-assets.com/books/1421795425m/95708.jpg
Anna Todd,2015,After Ever Happy,"After Ever Happy (After, #4)",4.08,12671,565,943,2339,4093,7184,https://images.gr-assets.com/books/1417454456m/23214408.jpg
Joel C. Rosenberg,2014,The Auschwitz Escape,The Auschwitz Escape,4.32,7844,129,257,1062,3113,4973,https://images.gr-assets.com/books/1415118326m/18232495.jpg
Bill Bryson,1994,Made in America: An Informal History of the English Language in the United States,Made in America: An Informal History of the English Language in the United States,3.89,9638,91,468,2844,4592,2870,https://images.gr-assets.com/books/1388209927m/10541.jpg
"Alice  Miller, Ruth Ward",1979,Das Drama des begabten Kindes und die Suche nach dem wahren Selbst: eine Um- und Fortschreibung,The Drama of the Gifted Child: The Search for the True Self,4.09,9563,189,490,2025,3548,4578,https://images.gr-assets.com/books/1339395245m/4887.jpg
Dale Wasserman,1970,One Flew Over the Cuckoo's Nest (script),One Flew Over the Cuckoo's Nest,4.28,11142,106,253,1432,3961,5429,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
H.P. Lovecraft,1941,The Case of Charles Dexter Ward,The Case of Charles Dexter Ward,4.2,10153,75,318,1817,4227,4929,https://images.gr-assets.com/books/1385837737m/129327.jpg
